config,platform,i,run,ni,nj,nk,nranks,gridpoints,gridpoints_per_rank,dt,nsteps,main_loop,total_runtime,init,termination,sec_per_step,throughput,continuity,continuity_frac,kernel_ppm_limit_pos,kernel_reconstruction_x,kernel_reconstruction_y,kernel_zonal_edge_thickness,kernel_meridional_edge_thickness,kernel_ppm_limit_pos_source,kernel_reconstruction_x_source,kernel_reconstruction_y_source,kernel_zonal_edge_thickness_source,kernel_meridional_edge_thickness_source
dev_turbo_CPU,cpu,1,1,32,32,100,1,102400,102400.0,1200,150,18.565258,19.179565,0.458678,0.114665,0.12376838666666666,827351.8202655734,9.708758,0.522953034102731,0.499087,0.448557,0.441245,0.45079,0.441678,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,1,2,32,32,100,1,102400,102400.0,1200,150,18.46892,18.689609,0.174549,0.034047,0.12312613333333333,831667.4716225961,9.70796,0.5256376658732617,0.499118,0.448452,0.441925,0.450836,0.4423,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,1,3,32,32,100,1,102400,102400.0,1200,150,18.307938,18.560679,0.174131,0.066472,0.12205292,838980.3373815228,9.661005,0.5276948720276418,0.498847,0.449057,0.441489,0.4518,0.441902,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,2,1,64,32,100,2,204800,102400.0,600,150,22.213516,22.513639,0.188796,0.090915,0.14809010666666667,1382941.8089419072,10.753304,0.4840883361283284,0.443977,0.841376,0.800945,0.843429,0.803319,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,2,2,64,32,100,2,204800,102400.0,600,150,22.042375,22.306999,0.184034,0.065155,0.14694916666666666,1393679.2201384832,10.833032,0.49146391892888125,0.443679,0.840263,0.804138,0.842327,0.806418,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,2,3,64,32,100,2,204800,102400.0,600,150,22.007422,22.290059,0.181776,0.085243,0.14671614666666666,1395892.7129220315,10.779005,0.48978953554850724,0.444273,0.84291,0.804836,0.844794,0.806959,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,4,1,64,64,100,4,409600,102400.0,600,150,24.851782,25.213769,0.193976,0.151506,0.16567854666666668,2472257.3214266887,11.604897,0.4669643810653095,0.459108,0.98541,0.987332,0.988296,0.991026,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,4,2,64,64,100,4,409600,102400.0,600,150,24.473514,25.495555,0.884179,0.122042,0.16315676,2510469.0728107127,11.572689,0.4728658499960406,0.458881,1.004701,0.988171,1.007837,0.991817,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,4,3,64,64,100,4,409600,102400.0,600,150,24.454155,24.793887,0.203579,0.120172,0.1630277,2512456.472120995,11.626196,0.47542824522049526,0.458371,1.005361,0.998846,1.008258,1.002646,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,8,1,128,64,100,8,819200,102400.0,300,150,33.023814,33.500288,0.21097,0.241621,0.22015876,3720951.189950379,13.995942,0.42381361522930083,0.44246,1.324207,1.290321,1.329036,1.296795,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,8,2,128,64,100,8,819200,102400.0,300,150,31.95186,32.42559,0.202779,0.248401,0.2130124,3845785.5035669287,14.003906,0.43828140208426053,0.448436,1.32845,1.315228,1.3326,1.321828,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,8,3,128,64,100,8,819200,102400.0,300,150,32.001116,32.472934,0.201056,0.248267,0.21334077333333334,3839866.084670297,14.105798,0.4407908149203296,0.445186,1.328925,1.324169,1.33322,1.331011,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,16,1,128,128,100,16,1638400,102400.0,300,150,50.565774,51.36678,0.253972,0.503148,0.33710515999999996,4860204.453708155,21.019605,0.4156883863777107,0.789836,2.457122,2.1565,2.46207,2.166793,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,16,2,128,128,100,16,1638400,102400.0,300,150,50.705039,51.57751,0.332292,0.492178,0.3380335933333333,4846855.556111494,20.960901,0.4133889138710652,0.774262,2.444226,2.130514,2.449038,2.14075,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,16,3,128,128,100,16,1638400,102400.0,300,150,50.547711,51.359092,0.270783,0.492801,0.33698474,4861941.2261813395,20.967139,0.41479898070953203,0.785717,2.449819,2.142845,2.454749,2.152901,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,32,1,256,128,100,32,3276800,102400.0,150,150,52.136644,53.502249,0.34116,0.97047,0.34757762666666664,9427534.307731815,20.905807,0.40098106429711894,0.751435,2.448113,2.195834,2.452878,2.206596,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,32,2,256,128,100,32,3276800,102400.0,150,150,52.237076,53.53376,0.2819,0.970977,0.3482471733333333,9409408.75021412,20.847849,0.39910061198678115,0.744731,2.441673,2.196592,2.446543,2.207397,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,32,3,256,128,100,32,3276800,102400.0,150,150,52.236897,53.518513,0.272381,0.96539,0.34824598,9409440.99340357,20.836271,0.39888033548393964,0.744963,2.441539,2.184445,2.446374,2.195145,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,64,1,256,256,100,64,6553600,102400.0,150,150,55.574057,58.199864,0.464373,2.109495,0.37049371333333336,17688829.159980167,21.419378,0.3854204489695614,0.755158,2.463558,2.186961,2.468437,2.197574,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,64,2,256,256,100,64,6553600,102400.0,150,150,55.776066,58.418619,0.459076,2.105574,0.37184044,17624763.99823537,21.45051,0.3845826989662556,0.749579,2.464646,2.1892,2.469453,2.199455,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,64,3,256,256,100,64,6553600,102400.0,150,150,55.850153,58.479851,0.451008,2.101743,0.3723343533333333,17601384.189583153,21.405823,0.38327241467001893,0.750428,2.466129,2.192398,2.471024,2.202766,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,128,1,512,256,100,128,13107200,102400.0,75,150,58.770254,63.928821,0.901962,4.137022,0.39180169333333337,33453658.376225498,21.170253,0.36022054626478217,0.705485,2.426653,2.212757,2.431624,2.224087,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,128,2,512,256,100,128,13107200,102400.0,75,150,58.50698,63.188245,0.428704,4.194381,0.39004653333333333,33604195.60196066,21.064599,0.3600356572839685,0.703056,2.518353,2.247359,2.52352,2.258364,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,128,3,512,256,100,128,13107200,102400.0,75,150,58.658444,63.340871,0.429069,4.195092,0.39105629333333336,33517425.04455113,21.163217,0.36078722101800037,0.706951,2.519628,2.258712,2.524796,2.269748,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,256,1,512,512,100,128,26214400,204800.0,75,150,119.201918,128.465325,0.917545,8.21813,0.7946794533333333,32987388.67607818,43.25308,0.36285557083066394,1.904213,5.060253,4.419392,5.08667,4.443942,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,256,2,512,512,100,128,26214400,204800.0,75,150,118.214064,127.49274,0.916846,8.281994,0.78809376,33263047.280059673,43.120045,0.36476239409212763,1.863265,5.178264,4.502078,5.208714,4.531704,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,256,3,512,512,100,128,26214400,204800.0,75,150,118.54997,127.656237,0.676591,8.361167,0.7903331333333333,33168797.933900785,43.109629,0.3636409945949375,1.871031,5.187042,4.502798,5.212237,4.526798,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,512,1,1024,512,100,128,52428800,409600.0,37,150,308.792489,326.315475,1.526845,15.862587,2.0586165933333334,25467976.97530784,119.292961,0.38632079875492054,6.577434,14.417908,12.582642,14.460817,12.593996,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,512,2,1024,512,100,128,52428800,409600.0,37,150,309.614782,326.905497,1.155523,16.067831,2.0640985466666666,25400337.636334173,119.92698,0.3873425526562876,6.566208,14.822306,12.951188,14.863917,12.977462,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,512,3,1024,512,100,128,52428800,409600.0,37,150,310.052334,327.421973,1.130605,16.171969,2.0670155599999998,25364492.176343367,119.788468,0.3863491896822812,6.541845,14.662529,13.034854,14.708906,13.057103,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,1024,1,1024,1024,100,128,104857600,819200.0,37,150,612.9032,647.569486,2.766093,31.774182,4.086021333333333,25662518.975263957,235.805998,0.3847361181994155,14.185583,29.11177,25.695536,29.166937,25.701723,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,1024,2,1024,1024,100,128,104857600,819200.0,37,150,614.766672,648.394957,2.154442,31.403953,4.0984444799999995,25584731.112424392,236.842046,0.38525518182286894,14.208128,29.071855,27.236114,29.124083,27.2793,mom6,mom6,mom6,mom6,mom6
dev_turbo_CPU,cpu,1024,3,1024,1024,100,128,104857600,819200.0,37,150,612.917691,647.094143,2.293946,31.791127,4.08611794,25661912.24524469,235.321497,0.38393653904174874,13.837788,28.49677,26.699221,28.546955,26.751112,mom6,mom6,mom6,mom6,mom6
iturbo_CPU_amrex,cpu,1,1,32,32,100,1,102400,102400.0,1200,150,26.52276,26.911863,0.343098,0.033619,0.17681840000000001,579125.2494084325,16.527432,0.62314148301308,0.544,1.59,1.51,1.591,1.511,tiny,tiny,tiny,tiny,tiny
iturbo_CPU_amrex,cpu,1,2,32,32,100,1,102400,102400.0,1200,150,25.259054,25.492535,0.186564,0.034657,0.16839369333333332,608098.7831135719,16.579364,0.656373116744594,0.5437,1.59,1.517,1.591,1.518,tiny,tiny,tiny,tiny,tiny
iturbo_CPU_amrex,cpu,1,3,32,32,100,1,102400,102400.0,1200,150,25.641548,25.874275,0.187172,0.033556,0.17094365333333333,599027.7966057275,16.872659,0.6580202958105337,0.5441,1.597,1.524,1.598,1.525,tiny,tiny,tiny,tiny,tiny
